Country,Continent,Year,Shock_category,Shock_type,count
Japan,Asia,1998,CLIMATIC,Mass movement (wet),1
Japan,Asia,1998,CLIMATIC,Storm,5
Japan,Asia,1998,CONFLICTS,Terrorist attack,1
Japan,Asia,1998,ECOLOGICAL,Infectious disease,1
Japan,Asia,1998,ECONOMIC,Banking Crises,1
Japan,Asia,1999,CLIMATIC,Flood,2
Japan,Asia,1999,CLIMATIC,Storm,1
Japan,Asia,1999,CONFLICTS,Terrorist attack,2
Japan,Asia,1999,ECONOMIC,Banking Crises,1
Japan,Asia,1999,TECHNOLOGICAL,Fire (Miscellaneous),1
Japan,Asia,2000,CLIMATIC,Flood,1
Japan,Asia,2000,CLIMATIC,Storm,3
Japan,Asia,2000,CONFLICTS,Terrorist attack,13
Japan,Asia,2000,ECOLOGICAL,Infectious disease,1
Japan,Asia,2000,ECONOMIC,Banking Crises,1
Japan,Asia,2000,GEOPHYSICAL,Earthquake,2
Japan,Asia,2000,GEOPHYSICAL,Volcanic activity,2
Japan,Asia,2000,TECHNOLOGICAL,Explosion (Industrial),1
Japan,Asia,2000,TECHNOLOGICAL,Poisoning,1
Japan,Asia,2000,TECHNOLOGICAL,Water,1
Japan,Asia,2001,CLIMATIC,Flood,1
Japan,Asia,2001,CLIMATIC,Storm,4
Japan,Asia,2001,CONFLICTS,Terrorist attack,3
Japan,Asia,2001,ECONOMIC,Banking Crises,1
Japan,Asia,2001,GEOPHYSICAL,Earthquake,1
Japan,Asia,2001,TECHNOLOGICAL,Explosion (Miscellaneous),1
Japan,Asia,2001,TECHNOLOGICAL,Fire (Miscellaneous),1
Japan,Asia,2001,TECHNOLOGICAL,Miscellaneous accident (General),1
Japan,Asia,2001,TECHNOLOGICAL,Water,1
Japan,Asia,2002,CLIMATIC,Storm,5
Japan,Asia,2002,CLIMATIC,Wildfire,1
Japan,Asia,2002,CONFLICTS,Intrastate conflict,1
Japan,Asia,2002,CONFLICTS,Terrorist attack,2
Japan,Asia,2003,CLIMATIC,Flood,1
Japan,Asia,2003,CLIMATIC,Storm,2
Japan,Asia,2003,CONFLICTS,Terrorist attack,2
Japan,Asia,2003,ECOLOGICAL,Infectious disease,1
Japan,Asia,2003,GEOPHYSICAL,Earthquake,3
Japan,Asia,2004,CLIMATIC,Extreme temperature,1
Japan,Asia,2004,CLIMATIC,Flood,2
Japan,Asia,2004,CLIMATIC,Storm,8
Japan,Asia,2004,ECOLOGICAL,Infectious disease,1
Japan,Asia,2004,GEOPHYSICAL,Earthquake,1
Japan,Asia,2005,CLIMATIC,Flood,1
Japan,Asia,2005,CLIMATIC,Storm,3
Japan,Asia,2005,GEOPHYSICAL,Earthquake,2
Japan,Asia,2005,TECHNOLOGICAL,Rail,1
Japan,Asia,2006,CLIMATIC,Flood,2
Japan,Asia,2006,CLIMATIC,Storm,3
Japan,Asia,2006,TECHNOLOGICAL,Water,1
Japan,Asia,2007,CLIMATIC,Extreme temperature,1
Japan,Asia,2007,CLIMATIC,Flood,1
Japan,Asia,2007,CLIMATIC,Storm,3
Japan,Asia,2007,GEOPHYSICAL,Earthquake,3
Japan,Asia,2008,CLIMATIC,Extreme temperature,1
Japan,Asia,2008,CLIMATIC,Flood,1
Japan,Asia,2008,CONFLICTS,Terrorist attack,3
Japan,Asia,2008,GEOPHYSICAL,Earthquake,2
Japan,Asia,2008,TECHNOLOGICAL,Fire (Miscellaneous),1
Japan,Asia,2008,TECHNOLOGICAL,Water,1
Japan,Asia,2009,CLIMATIC,Extreme temperature,1
Japan,Asia,2009,CLIMATIC,Mass movement (wet),2
Japan,Asia,2009,CLIMATIC,Storm,2
Japan,Asia,2009,CONFLICTS,Terrorist attack,1
Japan,Asia,2009,ECOLOGICAL,Infectious disease,1
Japan,Asia,2009,GEOPHYSICAL,Earthquake,1
Japan,Asia,2009,TECHNOLOGICAL,Water,2
Japan,Asia,2010,CLIMATIC,Extreme temperature,1
Japan,Asia,2010,CLIMATIC,Flood,1
Japan,Asia,2010,TECHNOLOGICAL,Water,1
Japan,Asia,2011,CLIMATIC,Extreme temperature,1
Japan,Asia,2011,CLIMATIC,Flood,1
Japan,Asia,2011,CLIMATIC,Storm,3
Japan,Asia,2011,GEOPHYSICAL,Earthquake,2
Japan,Asia,2012,CLIMATIC,Flood,1
Japan,Asia,2012,CLIMATIC,Storm,6
Japan,Asia,2012,TECHNOLOGICAL,Water,1
Japan,Asia,2013,CLIMATIC,Extreme temperature,1
Japan,Asia,2013,CLIMATIC,Flood,1
Japan,Asia,2013,CLIMATIC,Storm,7
Japan,Asia,2013,CONFLICTS,Terrorist attack,1
Japan,Asia,2013,GEOPHYSICAL,Earthquake,1
Japan,Asia,2013,TECHNOLOGICAL,Fire (Miscellaneous),1
Japan,Asia,2013,TECHNOLOGICAL,Water,1
Jordan,Asia,1990,CONFLICTS,Terrorist attack,3
Jordan,Asia,1990,ECONOMIC,Banking Crises,1
Jordan,Asia,1990,ECONOMIC,Currency Crises,1
Jordan,Asia,1991,CLIMATIC,Flood,1
Jordan,Asia,1991,CLIMATIC,Storm,1
Jordan,Asia,1991,CONFLICTS,Terrorist attack,11
Jordan,Asia,1991,ECONOMIC,Banking Crises,1
Jordan,Asia,1991,ECONOMIC,Currency Crises,1
Jordan,Asia,1992,CLIMATIC,Extreme temperature,1
Jordan,Asia,1992,CONFLICTS,Terrorist attack,2
Jordan,Asia,1992,ECONOMIC,Currency Crises,1
Jordan,Asia,1993,CONFLICTS,Terrorist attack,1
Jordan,Asia,1993,ECONOMIC,Currency Crises,1
Jordan,Asia,1993,TECHNOLOGICAL,Fire (Miscellaneous),1
Jordan,Asia,1994,CONFLICTS,Terrorist attack,6
Jordan,Asia,1994,ECONOMIC,Currency Crises,1
Jordan,Asia,1994,TECHNOLOGICAL,Road,1
Jordan,Asia,1995,CONFLICTS,Terrorist attack,3
Jordan,Asia,1995,ECONOMIC,Currency Crises,1
Jordan,Asia,1996,CONFLICTS,Terrorist attack,2
Jordan,Asia,1996,ECONOMIC,Currency Crises,1
Jordan,Asia,1997,CLIMATIC,Flood,1
Jordan,Asia,1997,CONFLICTS,Terrorist attack,3
Jordan,Asia,1997,ECONOMIC,Currency Crises,1
Jordan,Asia,1998,CONFLICTS,Terrorist attack,1
Jordan,Asia,1998,ECONOMIC,Currency Crises,1
Jordan,Asia,1999,CLIMATIC,Drought,1
Jordan,Asia,1999,CONFLICTS,Terrorist attack,2
Jordan,Asia,1999,ECONOMIC,Currency Crises,1
Jordan,Asia,2000,CLIMATIC,Drought,1
Jordan,Asia,2000,CLIMATIC,Extreme temperature,1
Jordan,Asia,2000,CLIMATIC,Storm,1
Jordan,Asia,2000,CONFLICTS,Terrorist attack,2
Jordan,Asia,2000,ECONOMIC,Currency Crises,1
Jordan,Asia,2000,TECHNOLOGICAL,Air,1
Jordan,Asia,2001,CONFLICTS,Terrorist attack,2
Jordan,Asia,2001,ECONOMIC,Currency Crises,1
Jordan,Asia,2001,TECHNOLOGICAL,Road,1
Jordan,Asia,2002,CLIMATIC,Storm,1
Jordan,Asia,2002,CONFLICTS,Intrastate conflict,1
Jordan,Asia,2002,CONFLICTS,Terrorist attack,2
Jordan,Asia,2002,ECONOMIC,Currency Crises,1
Jordan,Asia,2003,ECONOMIC,Currency Crises,1
Jordan,Asia,2003,TECHNOLOGICAL,Collapse (Industrial),1
Jordan,Asia,2003,TECHNOLOGICAL,Road,1
Jordan,Asia,2004,ECOLOGICAL,Aquaculture,1
Jordan,Asia,2004,ECONOMIC,Currency Crises,1
Jordan,Asia,2004,TECHNOLOGICAL,Road,1
Jordan,Asia,2005,CONFLICTS,Terrorist attack,4
Jordan,Asia,2005,ECONOMIC,Currency Crises,1
Jordan,Asia,2006,CONFLICTS,Terrorist attack,1
Jordan,Asia,2006,ECONOMIC,Currency Crises,1
Jordan,Asia,2006,TECHNOLOGICAL,Road,1
Jordan,Asia,2007,CONFLICTS,Intrastate conflict,1
Jordan,Asia,2007,ECONOMIC,Currency Crises,1
Jordan,Asia,2008,ECONOMIC,Currency Crises,1
Jordan,Asia,2008,TECHNOLOGICAL,Road,1
Jordan,Asia,2009,CONFLICTS,Intrastate conflict,1
Jordan,Asia,2009,ECOLOGICAL,Infectious disease,1
Jordan,Asia,2010,CONFLICTS,Intrastate conflict,1
Jordan,Asia,2010,CONFLICTS,Terrorist attack,2
Jordan,Asia,2011,CONFLICTS,Intrastate conflict,1
Jordan,Asia,2012,CONFLICTS,Intrastate conflict,1
Jordan,Asia,2012,CONFLICTS,Terrorist attack,2
Jordan,Asia,2013,CONFLICTS,Intrastate conflict,1
Jordan,Asia,2013,CONFLICTS,Terrorist attack,1
Jordan,Asia,2013,ECOLOGICAL,Infectious disease,1
Jordan,Asia,2013,TECHNOLOGICAL,Road,1
Kazakhstan,Asia,1990,CLIMATIC,Flood,0
Kazakhstan,Asia,1990,CLIMATIC,Mass movement (wet),0
Kazakhstan,Asia,1990,CONFLICTS,Intrastate conflict,1
Kazakhstan,Asia,1990,CONFLICTS,Terrorist attack,0
Kazakhstan,Asia,1990,GEOPHYSICAL,Earthquake,0
Kazakhstan,Asia,1990,TECHNOLOGICAL,Air,0
Kazakhstan,Asia,1990,TECHNOLOGICAL,Explosion (Industrial),0
Kazakhstan,Asia,1990,TECHNOLOGICAL,Rail,0
Kazakhstan,Asia,1990,TECHNOLOGICAL,Road,0
Kazakhstan,Asia,1991,CLIMATIC,Flood,0
Kazakhstan,Asia,1991,CLIMATIC,Storm,0
Kazakhstan,Asia,1991,CONFLICTS,Intrastate conflict,1
Kazakhstan,Asia,1991,CONFLICTS,Terrorist attack,0
Kazakhstan,Asia,1991,GEOPHYSICAL,Earthquake,0
Kazakhstan,Asia,1991,GEOPHYSICAL,Mass movement (dry),0
Kazakhstan,Asia,1991,TECHNOLOGICAL,Air,0
Kazakhstan,Asia,1991,TECHNOLOGICAL,Explosion (Industrial),0
Kazakhstan,Asia,1991,TECHNOLOGICAL,Fire (Industrial),0
Kazakhstan,Asia,1991,TECHNOLOGICAL,Fire (Miscellaneous),0
Kazakhstan,Asia,1992,CONFLICTS,Terrorist attack,5
Kazakhstan,Asia,1992,ECOLOGICAL,Fisheries,0
Kazakhstan,Asia,1993,CLIMATIC,Flood,1
Kazakhstan,Asia,1993,CONFLICTS,Intrastate conflict,1
Kazakhstan,Asia,1994,CONFLICTS,Intrastate conflict,1
Kazakhstan,Asia,1994,CONFLICTS,Terrorist attack,1
Kazakhstan,Asia,1994,TECHNOLOGICAL,Air,1
Kazakhstan,Asia,1994,TECHNOLOGICAL,Explosion (Miscellaneous),2
Kazakhstan,Asia,1995,CLIMATIC,Storm,1
Kazakhstan,Asia,1995,CONFLICTS,Intrastate conflict,1
Kazakhstan,Asia,1995,TECHNOLOGICAL,Explosion (Miscellaneous),1
Kazakhstan,Asia,1996,CONFLICTS,Intrastate conflict,1
Kazakhstan,Asia,1997,CLIMATIC,Extreme temperature,1
Kazakhstan,Asia,1997,CLIMATIC,Wildfire,1
Kazakhstan,Asia,1997,CONFLICTS,Terrorist attack,2
Kazakhstan,Asia,1998,TECHNOLOGICAL,Explosion (Miscellaneous),1
Kazakhstan,Asia,1999,CONFLICTS,Intrastate conflict,1
Kazakhstan,Asia,1999,ECONOMIC,Currency Crises,1
Kazakhstan,Asia,2000,CLIMATIC,Flood,1
Kazakhstan,Asia,2000,CONFLICTS,Intrastate conflict,1
Kazakhstan,Asia,2000,CONFLICTS,Terrorist attack,1
Kazakhstan,Asia,2001,CLIMATIC,Extreme temperature,1
Kazakhstan,Asia,2001,CLIMATIC,Flood,1
Kazakhstan,Asia,2001,CONFLICTS,Intrastate conflict,1
Kazakhstan,Asia,2001,CONFLICTS,Terrorist attack,1
Kazakhstan,Asia,2002,CONFLICTS,Intrastate conflict,1
Kazakhstan,Asia,2003,CONFLICTS,Intrastate conflict,1
Kazakhstan,Asia,2003,GEOPHYSICAL,Earthquake,1
Kazakhstan,Asia,2004,CLIMATIC,Mass movement (wet),1
Kazakhstan,Asia,2004,CONFLICTS,Intrastate conflict,1
Kazakhstan,Asia,2004,TECHNOLOGICAL,Explosion (Industrial),1
Kazakhstan,Asia,2004,TECHNOLOGICAL,Miscellaneous accident (General),1
Kazakhstan,Asia,2005,CLIMATIC,Flood,1
Kazakhstan,Asia,2005,CONFLICTS,Intrastate conflict,1
Kazakhstan,Asia,2005,ECOLOGICAL,Infectious disease,1
Kazakhstan,Asia,2006,CONFLICTS,Intrastate conflict,1
Kazakhstan,Asia,2006,TECHNOLOGICAL,Explosion (Industrial),1
Kazakhstan,Asia,2007,CONFLICTS,Intrastate conflict,1
Kazakhstan,Asia,2008,CLIMATIC,Flood,1
Kazakhstan,Asia,2008,CONFLICTS,Intrastate conflict,1
Kazakhstan,Asia,2008,CONFLICTS,Terrorist attack,1
Kazakhstan,Asia,2008,ECONOMIC,Banking Crises,1
Kazakhstan,Asia,2008,TECHNOLOGICAL,Explosion (Industrial),1
Kazakhstan,Asia,2009,CONFLICTS,Intrastate conflict,1
Kazakhstan,Asia,2009,ECOLOGICAL,Infectious disease,1
Kazakhstan,Asia,2009,TECHNOLOGICAL,Air,1
Kazakhstan,Asia,2009,TECHNOLOGICAL,Fire (Industrial),1
Kazakhstan,Asia,2009,TECHNOLOGICAL,Fire (Miscellaneous),1
Kazakhstan,Asia,2010,CLIMATIC,Flood,2
Kazakhstan,Asia,2010,CONFLICTS,Intrastate conflict,1
Kazakhstan,Asia,2011,CLIMATIC,Flood,1
Kazakhstan,Asia,2011,CONFLICTS,Intrastate conflict,1
Kazakhstan,Asia,2011,CONFLICTS,Terrorist attack,5
Kazakhstan,Asia,2012,CLIMATIC,Extreme temperature,1
Kazakhstan,Asia,2012,CLIMATIC,Flood,1
Kazakhstan,Asia,2012,CONFLICTS,Intrastate conflict,1
Kazakhstan,Asia,2012,CONFLICTS,Terrorist attack,4
Kazakhstan,Asia,2012,TECHNOLOGICAL,Air,1
Kazakhstan,Asia,2012,TECHNOLOGICAL,Road,1
Kazakhstan,Asia,2013,CONFLICTS,Intrastate conflict,1
Kazakhstan,Asia,2013,CONFLICTS,Terrorist attack,4
Kazakhstan,Asia,2013,TECHNOLOGICAL,Air,1
Kenya,Africa,1990,CLIMATIC,Flood,1
Kenya,Africa,1990,ECONOMIC,Currency Crises,1
Kenya,Africa,1990,GEOPHYSICAL,Earthquake,1
Kenya,Africa,1990,TECHNOLOGICAL,Air,1
Kenya,Africa,1991,CLIMATIC,Drought,1
Kenya,Africa,1991,CONFLICTS,Terrorist attack,5
Kenya,Africa,1991,ECOLOGICAL,Infectious disease,1
Kenya,Africa,1991,ECONOMIC,Currency Crises,1
Kenya,Africa,1991,TECHNOLOGICAL,Road,4
Kenya,Africa,1991,TECHNOLOGICAL,Water,1
Kenya,Africa,1992,CONFLICTS,Terrorist attack,30
Kenya,Africa,1992,ECONOMIC,Banking Crises,1
Kenya,Africa,1992,ECONOMIC,Currency Crises,1
Kenya,Africa,1992,TECHNOLOGICAL,Air,1
Kenya,Africa,1992,TECHNOLOGICAL,Road,1
Kenya,Africa,1993,CONFLICTS,Terrorist attack,25
Kenya,Africa,1993,ECONOMIC,Banking Crises,1
Kenya,Africa,1993,ECONOMIC,Currency Crises,1
Kenya,Africa,1993,ECONOMIC,Debt Crises,1
Kenya,Africa,1993,TECHNOLOGICAL,Collapse (Industrial),1
Kenya,Africa,1993,TECHNOLOGICAL,Rail,1
Kenya,Africa,1993,TECHNOLOGICAL,Road,1
Kenya,Africa,1993,TECHNOLOGICAL,Water,1
Kenya,Africa,1994,CLIMATIC,Drought,1
Kenya,Africa,1994,CONFLICTS,Terrorist attack,5
Kenya,Africa,1994,ECOLOGICAL,Infectious disease,1
Kenya,Africa,1994,ECONOMIC,Banking Crises,1
Kenya,Africa,1994,ECONOMIC,Currency Crises,1
Kenya,Africa,1994,TECHNOLOGICAL,Water,2
Kenya,Africa,1995,CONFLICTS,Terrorist attack,4
Kenya,Africa,1996,CLIMATIC,Flood,1
Kenya,Africa,1996,CONFLICTS,Terrorist attack,3
Kenya,Africa,1997,CLIMATIC,Drought,1
Kenya,Africa,1997,CLIMATIC,Flood,1
Kenya,Africa,1997,CONFLICTS,Terrorist attack,17
Kenya,Africa,1997,ECOLOGICAL,Infectious disease,1
Kenya,Africa,1997,TECHNOLOGICAL,Fire (Miscellaneous),1
Kenya,Africa,1997,TECHNOLOGICAL,Water,1
Kenya,Africa,1998,CLIMATIC,Flood,1
Kenya,Africa,1998,CONFLICTS,Terrorist attack,2
Kenya,Africa,1998,ECOLOGICAL,Infectious disease,1
Kenya,Africa,1998,ECONOMIC,Currency Crises,1
Kenya,Africa,1998,TECHNOLOGICAL,Fire (Miscellaneous),1
Kenya,Africa,1998,TECHNOLOGICAL,Road,2
Kenya,Africa,1999,CLIMATIC,Drought,1
Kenya,Africa,1999,ECOLOGICAL,Infectious disease,2
Kenya,Africa,1999,ECONOMIC,Currency Crises,1
Kenya,Africa,1999,TECHNOLOGICAL,Rail,1
Kenya,Africa,1999,TECHNOLOGICAL,Road,3
Kenya,Africa,2000,CONFLICTS,Terrorist attack,4
Kenya,Africa,2000,ECONOMIC,Currency Crises,1
Kenya,Africa,2000,TECHNOLOGICAL,Poisoning,1
Kenya,Africa,2000,TECHNOLOGICAL,Rail,2
Kenya,Africa,2000,TECHNOLOGICAL,Road,5
Kenya,Africa,2001,CLIMATIC,Flood,1
Kenya,Africa,2001,CONFLICTS,Terrorist attack,7
Kenya,Africa,2001,ECOLOGICAL,Fisheries,1
Kenya,Africa,2001,ECONOMIC,Currency Crises,1
Kenya,Africa,2001,TECHNOLOGICAL,Fire (Miscellaneous),1
Kenya,Africa,2001,TECHNOLOGICAL,Road,3
Kenya,Africa,2002,CLIMATIC,Flood,4
Kenya,Africa,2002,CLIMATIC,Mass movement (wet),1
Kenya,Africa,2002,CONFLICTS,Terrorist attack,2
Kenya,Africa,2002,ECONOMIC,Currency Crises,1
Kenya,Africa,2003,CLIMATIC,Flood,2
Kenya,Africa,2003,CONFLICTS,Terrorist attack,2
Kenya,Africa,2003,TECHNOLOGICAL,Air,1
Kenya,Africa,2003,TECHNOLOGICAL,Road,1
Kenya,Africa,2004,CLIMATIC,Drought,1
Kenya,Africa,2004,CLIMATIC,Flood,2
Kenya,Africa,2004,ECOLOGICAL,Infectious disease,1
Kenya,Africa,2004,ECONOMIC,Currency Crises,1
Kenya,Africa,2004,GEOPHYSICAL,Earthquake,1
Kenya,Africa,2004,TECHNOLOGICAL,Fire (Miscellaneous),1
Kenya,Africa,2004,TECHNOLOGICAL,Miscellaneous accident (General),2
Kenya,Africa,2004,TECHNOLOGICAL,Road,2
Kenya,Africa,2005,CLIMATIC,Drought,1
Kenya,Africa,2005,CLIMATIC,Flood,3
Kenya,Africa,2005,CONFLICTS,Terrorist attack,2
Kenya,Africa,2005,ECONOMIC,Currency Crises,1
Kenya,Africa,2005,TECHNOLOGICAL,Miscellaneous accident (General),2
Kenya,Africa,2005,TECHNOLOGICAL,Road,2
Kenya,Africa,2006,CLIMATIC,Flood,4
Kenya,Africa,2006,CONFLICTS,Terrorist attack,2
Kenya,Africa,2006,ECOLOGICAL,Infectious disease,2
Kenya,Africa,2006,ECONOMIC,Currency Crises,1
Kenya,Africa,2006,TECHNOLOGICAL,Air,1
Kenya,Africa,2006,TECHNOLOGICAL,Collapse (Industrial),1
Kenya,Africa,2006,TECHNOLOGICAL,Road,6
Kenya,Africa,2007,CLIMATIC,Flood,3
Kenya,Africa,2007,CLIMATIC,Mass movement (wet),1
Kenya,Africa,2007,CONFLICTS,Terrorist attack,12
Kenya,Africa,2007,ECOLOGICAL,Infectious disease,1
Kenya,Africa,2007,ECONOMIC,Currency Crises,1
Kenya,Africa,2007,TECHNOLOGICAL,Collapse (Miscellaneous),1
Kenya,Africa,2007,TECHNOLOGICAL,Road,4
Kenya,Africa,2008,CLIMATIC,Drought,1
Kenya,Africa,2008,CLIMATIC,Flood,6
Kenya,Africa,2008,CLIMATIC,Mass movement (wet),1
Kenya,Africa,2008,CONFLICTS,Terrorist attack,11
Kenya,Africa,2008,TECHNOLOGICAL,Road,1
Kenya,Africa,2009,CLIMATIC,Flood,2
Kenya,Africa,2009,CONFLICTS,Terrorist attack,1
Kenya,Africa,2009,ECOLOGICAL,Infectious disease,1
Kenya,Africa,2009,TECHNOLOGICAL,Collapse (Miscellaneous),1
Kenya,Africa,2009,TECHNOLOGICAL,Explosion (Miscellaneous),1
Kenya,Africa,2009,TECHNOLOGICAL,Fire (Miscellaneous),2
Kenya,Africa,2009,TECHNOLOGICAL,Road,2
Kenya,Africa,2010,CLIMATIC,Flood,2
Kenya,Africa,2010,CLIMATIC,Mass movement (wet),1
Kenya,Africa,2010,CONFLICTS,Terrorist attack,12
Kenya,Africa,2010,ECOLOGICAL,Infectious disease,1
Kenya,Africa,2011,CLIMATIC,Drought,2
Kenya,Africa,2011,CLIMATIC,Flood,3
Kenya,Africa,2011,CONFLICTS,Intrastate conflict,1
Kenya,Africa,2011,CONFLICTS,Terrorist attack,42
Kenya,Africa,2011,TECHNOLOGICAL,Collapse (Industrial),1
Kenya,Africa,2011,TECHNOLOGICAL,Explosion (Industrial),1
Kenya,Africa,2011,TECHNOLOGICAL,Fire (Miscellaneous),4
Kenya,Africa,2011,TECHNOLOGICAL,Road,2
Kenya,Africa,2012,CLIMATIC,Flood,1
Kenya,Africa,2012,CONFLICTS,Intrastate conflict,1
Kenya,Africa,2012,CONFLICTS,Terrorist attack,80
Kenya,Africa,2012,TECHNOLOGICAL,Water,1
Kenya,Africa,2013,CLIMATIC,Flood,4
Kenya,Africa,2013,CONFLICTS,Intrastate conflict,1
Kenya,Africa,2013,CONFLICTS,Terrorist attack,80
Kenya,Africa,2013,ECOLOGICAL,Infectious disease,1
Kenya,Africa,2013,TECHNOLOGICAL,Road,4
Kuwait,Asia,1990,CONFLICTS,Interstate conflict,1
Kuwait,Asia,1991,CONFLICTS,Interstate conflict,1
Kuwait,Asia,1991,CONFLICTS,Terrorist attack,5
Kuwait,Asia,1991,ECOLOGICAL,Fisheries,1
Kuwait,Asia,1991,ECOLOGICAL,Livestock,1
Kuwait,Asia,1992,CONFLICTS,Terrorist attack,15
Kuwait,Asia,1993,CONFLICTS,Terrorist attack,5
Kuwait,Asia,1994,CONFLICTS,Terrorist attack,2
Kuwait,Asia,1997,CLIMATIC,Flood,1
Kuwait,Asia,1997,CONFLICTS,Terrorist attack,2
Kuwait,Asia,2001,CONFLICTS,Terrorist attack,2
Kuwait,Asia,2001,ECOLOGICAL,Aquaculture,1
Kuwait,Asia,2002,CONFLICTS,Terrorist attack,1
Kuwait,Asia,2003,CONFLICTS,Terrorist attack,3
Kuwait,Asia,2005,CONFLICTS,Intrastate conflict,1
Kuwait,Asia,2005,CONFLICTS,Terrorist attack,2
Kuwait,Asia,2009,ECOLOGICAL,Infectious disease,1
Kuwait,Asia,2009,TECHNOLOGICAL,Fire (Miscellaneous),1
Kuwait,Asia,2011,CONFLICTS,Terrorist attack,1
Kuwait,Asia,2013,ECOLOGICAL,Infectious disease,1
Kyrgyz Republic,Asia,1990,CLIMATIC,Flood,0
Kyrgyz Republic,Asia,1990,CLIMATIC,Mass movement (wet),0
Kyrgyz Republic,Asia,1990,CONFLICTS,Intrastate conflict,1
Kyrgyz Republic,Asia,1990,CONFLICTS,Terrorist attack,0
Kyrgyz Republic,Asia,1990,GEOPHYSICAL,Earthquake,0
Kyrgyz Republic,Asia,1990,TECHNOLOGICAL,Air,0
Kyrgyz Republic,Asia,1990,TECHNOLOGICAL,Explosion (Industrial),0
Kyrgyz Republic,Asia,1990,TECHNOLOGICAL,Rail,0
Kyrgyz Republic,Asia,1990,TECHNOLOGICAL,Road,0
Kyrgyz Republic,Asia,1991,CLIMATIC,Flood,0
Kyrgyz Republic,Asia,1991,CLIMATIC,Storm,0
Kyrgyz Republic,Asia,1991,CONFLICTS,Intrastate conflict,1
Kyrgyz Republic,Asia,1991,CONFLICTS,Terrorist attack,0
Kyrgyz Republic,Asia,1991,GEOPHYSICAL,Earthquake,0
Kyrgyz Republic,Asia,1991,GEOPHYSICAL,Mass movement (dry),0
Kyrgyz Republic,Asia,1991,TECHNOLOGICAL,Air,0
Kyrgyz Republic,Asia,1991,TECHNOLOGICAL,Explosion (Industrial),0
Kyrgyz Republic,Asia,1991,TECHNOLOGICAL,Fire (Industrial),0
Kyrgyz Republic,Asia,1991,TECHNOLOGICAL,Fire (Miscellaneous),0
Kyrgyz Republic,Asia,1992,ECOLOGICAL,Fisheries,0
Kyrgyz Republic,Asia,1992,GEOPHYSICAL,Earthquake,2
Kyrgyz Republic,Asia,1993,CONFLICTS,Intrastate conflict,1
Kyrgyz Republic,Asia,1994,CLIMATIC,Mass movement (wet),2
Kyrgyz Republic,Asia,1994,CONFLICTS,Intrastate conflict,1
Kyrgyz Republic,Asia,1994,ECONOMIC,Currency Crises,1
Kyrgyz Republic,Asia,1995,CONFLICTS,Intrastate conflict,1
Kyrgyz Republic,Asia,1995,ECONOMIC,Banking Crises,1
Kyrgyz Republic,Asia,1995,ECONOMIC,Currency Crises,1
Kyrgyz Republic,Asia,1995,TECHNOLOGICAL,Air,1
Kyrgyz Republic,Asia,1996,CONFLICTS,Intrastate conflict,1
Kyrgyz Republic,Asia,1996,CONFLICTS,Terrorist attack,5
Kyrgyz Republic,Asia,1996,ECONOMIC,Banking Crises,1
Kyrgyz Republic,Asia,1996,ECONOMIC,Currency Crises,1
Kyrgyz Republic,Asia,1996,ECONOMIC,Debt Crises,1
Kyrgyz Republic,Asia,1997,ECONOMIC,Banking Crises,1
Kyrgyz Republic,Asia,1997,ECONOMIC,Currency Crises,1
Kyrgyz Republic,Asia,1997,GEOPHYSICAL,Earthquake,1
Kyrgyz Republic,Asia,1998,CLIMATIC,Flood,1
Kyrgyz Republic,Asia,1998,ECONOMIC,Banking Crises,1
Kyrgyz Republic,Asia,1998,ECONOMIC,Currency Crises,1
Kyrgyz Republic,Asia,1998,TECHNOLOGICAL,Air,1
Kyrgyz Republic,Asia,1998,TECHNOLOGICAL,Chemical spill,1
Kyrgyz Republic,Asia,1998,TECHNOLOGICAL,Collapse (Miscellaneous),1
Kyrgyz Republic,Asia,1999,CONFLICTS,Intrastate conflict,1
Kyrgyz Republic,Asia,1999,CONFLICTS,Terrorist attack,3
Kyrgyz Republic,Asia,1999,ECONOMIC,Banking Crises,1
Kyrgyz Republic,Asia,1999,ECONOMIC,Currency Crises,1
Kyrgyz Republic,Asia,1999,ECONOMIC,Debt Crises,1
Kyrgyz Republic,Asia,2000,CLIMATIC,Extreme temperature,1
Kyrgyz Republic,Asia,2000,CONFLICTS,Intrastate conflict,1
Kyrgyz Republic,Asia,2000,CONFLICTS,Terrorist attack,4
Kyrgyz Republic,Asia,2000,ECONOMIC,Currency Crises,1
Kyrgyz Republic,Asia,2001,CONFLICTS,Intrastate conflict,1
Kyrgyz Republic,Asia,2001,CONFLICTS,Terrorist attack,1
Kyrgyz Republic,Asia,2001,ECONOMIC,Currency Crises,1
Kyrgyz Republic,Asia,2001,TECHNOLOGICAL,Miscellaneous accident (General),1
Kyrgyz Republic,Asia,2002,CLIMATIC,Mass movement (wet),1
Kyrgyz Republic,Asia,2002,CONFLICTS,Intrastate conflict,1
Kyrgyz Republic,Asia,2002,CONFLICTS,Terrorist attack,2
Kyrgyz Republic,Asia,2002,ECONOMIC,Currency Crises,1
Kyrgyz Republic,Asia,2003,CLIMATIC,Mass movement (wet),1
Kyrgyz Republic,Asia,2003,CONFLICTS,Intrastate conflict,1
Kyrgyz Republic,Asia,2003,CONFLICTS,Terrorist attack,1
Kyrgyz Republic,Asia,2003,ECONOMIC,Currency Crises,1
